action,time
Open,1469514238
Open,1469514238
Open,1469514238
Open,1469514242
Open,1469514248
Open,1469514249
Open,1469514250
Close,1469514254
Open,1469514255
Open,1469514259
Open,1469514259
Open,1469514260
Close,1469514262
Close,1469514265
Close,1469514275
Close,1469514276
Open,1469514276
Close,1469514277
Close,1469514277
Open,1469514281
Open,1469514281
Open,1469514283
Open,1469514284
Close,1469514286
Open,1469514288
Close,1469514294
Open,1469514301
Close,1469514302
Open,1469514310
Close,1469514311
Open,1469514311
Close,1469514314
Open,1469514314
Open,1469514320
Close,1469514321
Open,1469514321
Close,1469514323
Open,1469514326
Open,1469514330
Close,1469514335
Close,1469514335
Close,1469514335
Close,1469514336
Close,1469514337
Open,1469514339
Open,1469514340
Open,1469514342
Open,1469514342
Close,1469514343
Close,1469514344
Close,1469514344
Open,1469514347
Close,1469514348
Open,1469514349
Open,1469514354
Close,1469514365
Close,1469514365
Open,1469514365
Close,1469514369
Open,1469514369
Open,1469514370
Close,1469514372
Open,1469514374
Close,1469514378
Close,1469514383
Close,1469514388
Open,1469514394
Open,1469514394
Open,1469514396
Close,1469514397
Open,1469514398
Close,1469514401
Close,1469514402
Close,1469514403
Close,1469514404
Open,1469514406
Open,1469514406
Open,1469514406
Open,1469514413
Close,1469514414
Open,1469514415
Open,1469514415
Close,1469514416
Open,1469514416
Open,1469514421
Close,1469514424
Close,1469514425
Close,1469514426
Open,1469514426
Open,1469514430
Open,1469514433
Open,1469514433
Open,1469514436
Open,1469514436
Open,1469514437
Open,1469514437
Close,1469514440
Open,1469514441
Open,1469514447
Close,1469514450
Close,1469514454
Open,1469514461
Open,1469514462
Close,1469514463
Open,1469514463
Open,1469514463
Open,1469514463
Close,1469514464
Close,1469514464
Close,1469514476
Close,1469514478
Open,1469514478
Close,1469514481
Close,1469514482
Open,1469514483
Close,1469514484
Close,1469514485
Open,1469514485
Close,1469514486
Open,1469514487
Close,1469514490
Close,1469514491
Open,1469514491
Close,1469514493
Close,1469514499
Open,1469514499
Close,1469514504
Open,1469514504
Open,1469514506
Close,1469514507
Open,1469514507
Close,1469514512
Close,1469514517
Open,1469514517
Open,1469514518
Open,1469514521
Close,1469514522
Close,1469514523
Close,1469514527
Open,1469514529
Open,1469514529
Open,1469514530
Open,1469514537
Close,1469514539
Open,1469514540
Open,1469514543
Close,1469514544
Close,1469514545
Close,1469514546
Open,1469514547
Open,1469514551
Open,1469514554
Close,1469514555
Close,1469514557
Close,1469514558
Close,1469514559
Open,1469514559
Open,1469514563
Close,1469514564
Open,1469514564
Close,1469514565
Close,1469514566
Close,1469514571
Open,1469514573
Close,1469514575
Close,1469514576
Close,1469514576
Open,1469514578
Close,1469514581
Open,1469514582
Open,1469514585
Close,1469514589
Close,1469514591
Open,1469514591
Open,1469514593
Open,1469514595
Close,1469514599
Open,1469514599
Open,1469514600
Close,1469514601
Open,1469514602
Close,1469514603
Close,1469514603
Close,1469514605
Close,1469514606
Open,1469514606
Open,1469514606
Close,1469514607
Open,1469514607
Close,1469514608
Open,1469514608
Close,1469514610
Open,1469514611
Close,1469514612
Open,1469514613
Close,1469514616
Open,1469514619
Close,1469514623
Close,1469514623
Open,1469514623
Close,1469514626
Open,1469514627
Open,1469514629
Open,1469514631
Close,1469514634
Close,1469514636
Open,1469514636
Close,1469514640
Open,1469514640
Close,1469514641
Open,1469514641
Open,1469514641
Open,1469514642
Close,1469514644
Close,1469514646
Open,1469514646
Open,1469514652
Close,1469514658
Open,1469514659
Close,1469514662
Open,1469514666
Close,1469514667
Open,1469514667
Close,1469514669
Open,1469514670
Open,1469514675
Open,1469514676
Close,1469514678
Open,1469514678
Close,1469514679
Open,1469514679
Open,1469514682
Open,1469514683
Open,1469514683
Close,1469514684
Open,1469514684
Close,1469514691
Open,1469514692
Open,1469514693
Close,1469514694
Close,1469514704
Open,1469514705
Close,1469514707
Open,1469514709
Open,1469514710
Close,1469514713
Close,1469514715
Open,1469514716
Close,1469514718
Open,1469514720
Close,1469514741
Open,1469514744
Close,1469514745
Open,1469514745
Close,1469514747
Open,1469514752
Close,1469514755
Open,1469514756
Close,1469514758
Open,1469514758
Open,1469514762
Close,1469514768
Open,1469514768
Open,1469514768
Open,1469514769
Close,1469514770
Close,1469514771
Open,1469514773
Open,1469514773
Open,1469514775
Close,1469514779
Open,1469514781
Close,1469514783
Close,1469514790
Close,1469514792
Open,1469514793
Open,1469514794
Open,1469514794
Close,1469514795
Close,1469514796
Open,1469514797
Open,1469514799
Open,1469514805
Close,1469514806
Open,1469514806
Close,1469514807
Open,1469514807
Close,1469514808
Close,1469514809
Close,1469514811
Open,1469514811
Close,1469514812
Open,1469514813
Close,1469514817
Close,1469514818
Open,1469514822
Close,1469514825
Close,1469514826
Close,1469514826
Open,1469514826
Close,1469514827
Close,1469514828
Close,1469514828
Open,1469514829
Close,1469514830
Open,1469514830
Open,1469514833
Open,1469514835
Open,1469514836
Open,1469514839
Close,1469514840
Open,1469514843
Close,1469514845
Close,1469514850
Close,1469514851
Open,1469514851
Open,1469514852
Open,1469514855
Open,1469514857
Open,1469514858
Close,1469514859
Close,1469514865
Open,1469514865
Close,1469514866
Close,1469514869
Close,1469514871
Close,1469514873
Close,1469514874
Close,1469514876
Close,1469514879
Close,1469514880
Close,1469514880
Open,1469514880
Close,1469514885
Open,1469514885
Open,1469514885
Open,1469514886
Close,1469514889
Close,1469514890
Close,1469514890
Open,1469514890
Open,1469514892
Close,1469514896
Open,1469514898
Open,1469514899
Close,1469514904
Open,1469514905
Close,1469514909
Open,1469514918
Open,1469514919
Close,1469514920
Close,1469514920
Open,1469514921
Open,1469514922
Open,1469514925
Close,1469514927
Close,1469514932
Open,1469514934
Open,1469514935
Close,1469514939
Open,1469514941
Close,1469514943
Close,1469514944
Close,1469514944
Close,1469514948
Open,1469514950
Open,1469514951
Open,1469514953
Close,1469514954
Close,1469514955
Open,1469514955
Close,1469514956
Close,1469514957
Open,1469514958
Close,1469514961
Open,1469514966
Open,1469514967
Open,1469514967
Close,1469514970
Close,1469514971
Close,1469514971
Open,1469514971
Close,1469514974
Close,1469514975
Close,1469514980
Close,1469514980
Open,1469514980
Open,1469514980
Close,1469514981
Close,1469514982
Open,1469514985
Open,1469514988
Close,1469514991
Open,1469515000
Open,1469515001
Close,1469515002
Close,1469515002
Open,1469515006
Open,1469515007
Close,1469515008
Open,1469515009
Open,1469515011
Close,1469515012
Close,1469515015
Close,1469515015
Open,1469515019
Open,1469515020
Open,1469515022
Open,1469515022
Close,1469515024
Open,1469515024
Close,1469515025
Open,1469515026
Open,1469515028
Close,1469515031
Open,1469515033
Open,1469515034
Open,1469515035
Close,1469515036
Close,1469515039
Open,1469515040
Open,1469515042
Close,1469515044
Open,1469515045
Open,1469515045
Close,1469515046
Open,1469515046
Open,1469515047
Close,1469515048
Close,1469515049
Close,1469515051
Close,1469515054
Open,1469515055
Close,1469515056
Close,1469515057
Open,1469515060
Open,1469515060
Open,1469515061
Close,1469515063
Close,1469515064
Close,1469515066
Close,1469515067
Open,1469515070
Close,1469515072
Close,1469515076
Close,1469515078
Close,1469515079
Close,1469515080
Open,1469515082
Close,1469515084
Open,1469515085
Open,1469515085
Close,1469515086
Open,1469515087
Close,1469515088
Close,1469515090
Close,1469515091
Close,1469515091
Close,1469515092
Close,1469515095
Open,1469515097
Open,1469515098
Open,1469515100
Close,1469515101
Open,1469515102
Open,1469515102
Close,1469515103
Open,1469515105
Close,1469515107
Open,1469515109
Close,1469515110
Open,1469515110
Close,1469515112
Close,1469515113
Close,1469515116
Close,1469515118
Open,1469515123
Open,1469515128
Close,1469515129
Open,1469515130
Open,1469515132
Open,1469515132
Close,1469515133
Open,1469515134
Open,1469515136
Open,1469515137
Open,1469515139
Open,1469515144
Close,1469515146
Close,1469515147
Open,1469515148
Close,1469515149
Open,1469515151
Close,1469515152
Open,1469515155
Open,1469515157
Close,1469515158
Close,1469515159
Open,1469515161
Close,1469515171
Open,1469515171
Close,1469515173
Close,1469515180
Close,1469515184
Close,1469515185
Close,1469515186
Open,1469515186
Open,1469515186
Close,1469515188
Open,1469515190
Open,1469515191
Open,1469515191
Open,1469515195
Open,1469515197
Close,1469515200
Open,1469515205
Close,1469515206
Open,1469515208
Close,1469515209
Close,1469515211
Close,1469515212
Open,1469515212
Close,1469515213
Open,1469515214
Open,1469515215
Close,1469515216
Close,1469515217
Open,1469515217
Close,1469515226
Close,1469515230
Open,1469515230
Open,1469515235
Close,1469515237
Open,1469515238
Open,1469515240
Open,1469515241
Open,1469515242
Close,1469515243
Close,1469515243
Close,1469515249
Close,1469515254
Open,1469515254
Close,1469515261
Close,1469515265
Open,1469515266
Close,1469515268
Open,1469515268
Open,1469515269
Close,1469515274
Open,1469515278
Open,1469515279
Open,1469515279
Open,1469515280
Open,1469515281
Close,1469515282
Close,1469515282
Close,1469515284
Open,1469515285
Close,1469515288
Close,1469515290
Close,1469515292
Open,1469515296
Open,1469515296
Close,1469515297
Open,1469515298
Open,1469515300
Close,1469515307
Open,1469515309
Open,1469515312
Close,1469515315
Close,1469515317
Open,1469515319
Close,1469515322
Open,1469515322
Close,1469515326
Close,1469515326
Open,1469515329
Close,1469515330
Close,1469515335
Open,1469515337
Close,1469515339
Close,1469515340
Close,1469515342
Close,1469515345
Open,1469515345
Open,1469515348
Close,1469515351
Close,1469515355
Open,1469515356
Close,1469515358
Close,1469515362
Close,1469515363
Close,1469515364
Close,1469515364
Open,1469515364
Close,1469515365
Open,1469515365
Close,1469515366
Close,1469515369
Open,1469515369
Open,1469515369
Close,1469515372
Open,1469515376
Open,1469515376
Open,1469515378
Close,1469515380
Close,1469515382
Close,1469515382
Open,1469515382
Close,1469515383
Open,1469515383
Open,1469515384
Open,1469515386
Close,1469515390
Open,1469515395
Open,1469515396
Close,1469515400
Close,1469515401
Open,1469515401
Open,1469515408
Close,1469515409
Open,1469515411
Open,1469515412
Open,1469515412
Close,1469515413
Open,1469515413
Close,1469515418
Close,1469515418
Open,1469515419
Open,1469515427
Open,1469515428
Close,1469515437
Open,1469515437
Open,1469515439
Close,1469515442
Open,1469515451
Close,1469515455
Open,1469515455
Open,1469515455
Open,1469515456
Open,1469515461
Close,1469515462
Close,1469515463
Close,1469515464
Open,1469515466
Open,1469515467
Close,1469515468
Open,1469515468
Open,1469515469
Close,1469515471
Close,1469515471
Close,1469515471
Open,1469515471
Open,1469515471
Open,1469515471
Open,1469515472
Close,1469515475
Open,1469515480
Open,1469515481
Close,1469515483
Open,1469515487
Open,1469515489
Open,1469515490
Open,1469515492
Close,1469515493
Open,1469515493
Open,1469515494
Open,1469515498
Open,1469515499
Open,1469515500
Open,1469515501
Close,1469515502
Close,1469515506
Close,1469515507
Close,1469515509
Close,1469515510
Close,1469515511
Close,1469515512
Close,1469515513
Open,1469515513
Close,1469515515
Close,1469515517
Close,1469515519
Open,1469515521
Open,1469515521
Open,1469515522
Close,1469515524
Close,1469515524
Close,1469515526
Close,1469515529
Close,1469515530
Close,1469515530
Open,1469515530
Open,1469515532
Close,1469515535
Close,1469515538
Open,1469515538
Open,1469515539
Close,1469515540
Close,1469515542
Open,1469515542
Close,1469515545
Open,1469515551
Open,1469515551
Close,1469515553
Open,1469515553
Close,1469515556
Close,1469515557
Close,1469515558
Open,1469515559
Open,1469515560
Close,1469515562
Close,1469515563
Close,1469515564
Open,1469515564
Close,1469515569
Close,1469515570
Open,1469515572
Open,1469515572
Close,1469515573
Close,1469515573
Close,1469515576
Close,1469515578
Close,1469515579
Open,1469515579
Open,1469515579
Close,1469515580
Open,1469515583
Open,1469515583
Open,1469515584
Close,1469515585
Open,1469515585
Open,1469515586
Open,1469515586
Open,1469515587
Close,1469515592
Close,1469515595
Open,1469515595
Open,1469515597
Close,1469515598
Open,1469515598
Close,1469515601
Close,1469515605
Close,1469515606
Close,1469515608
Open,1469515608
Open,1469515608
Open,1469515610
Open,1469515610
Close,1469515611
Close,1469515612
Close,1469515614
Open,1469515615
Open,1469515619
Close,1469515620
Open,1469515623
Open,1469515625
Close,1469515626
Open,1469515627
Open,1469515629
Open,1469515633
Close,1469515636
Open,1469515637
Close,1469515638
Close,1469515649
Close,1469515651
Open,1469515651
Open,1469515651
Close,1469515652
Close,1469515654
Open,1469515654
Close,1469515656
Close,1469515661
Close,1469515662
Open,1469515662
Open,1469515664
Close,1469515666
Close,1469515666
Close,1469515671
Open,1469515671
Close,1469515675
Open,1469515677
Open,1469515680
Close,1469515681
Close,1469515682
Close,1469515682
Close,1469515684
Open,1469515686
Open,1469515688
Open,1469515691
Open,1469515692
Close,1469515693
Close,1469515696
Open,1469515696
Open,1469515699
Open,1469515701
Open,1469515704
Close,1469515707
Close,1469515708
Open,1469515708
Close,1469515710
Close,1469515710
Open,1469515712
Close,1469515714
Close,1469515716
Close,1469515717
Close,1469515717
Close,1469515718
Open,1469515720
Open,1469515721
Open,1469515722
Open,1469515722
Close,1469515725
Open,1469515727
Close,1469515728
Open,1469515729
Close,1469515730
Close,1469515731
Close,1469515733
Close,1469515736
Close,1469515738
Close,1469515741
Close,1469515743
Close,1469515745
Open,1469515748
Close,1469515754
Open,1469515757
Close,1469515758
Open,1469515759
Close,1469515760
Close,1469515764
Open,1469515765
Close,1469515766
Open,1469515768
Open,1469515772
Open,1469515772
Close,1469515773
Open,1469515773
Open,1469515773
Open,1469515774
Open,1469515776
Close,1469515777
Close,1469515778
Close,1469515778
Open,1469515778
Open,1469515779
Close,1469515784
Close,1469515785
Close,1469515788
Open,1469515788
Open,1469515788
Open,1469515789
Close,1469515790
Open,1469515790
Close,1469515791
Close,1469515791
Close,1469515791
Close,1469515792
Open,1469515794
Close,1469515797
Open,1469515797
Close,1469515798
Close,1469515799
Open,1469515799
Close,1469515804
Close,1469515807
Close,1469515808
Close,1469515811
Close,1469515814
Open,1469515814
Open,1469515819
Close,1469515823
Close,1469515825
Open,1469515827
Open,1469515827
Open,1469515830
Close,1469515832
Close,1469515834
Open,1469515835
Open,1469515837
Open,1469515837
Open,1469515838
Close,1469515840
Close,1469515840
Close,1469515845
Close,1469515848
Close,1469515851
Open,1469515852
Close,1469515854
Open,1469515854
Open,1469515855
Close,1469515856
Close,1469515856
Close,1469515857
Close,1469515860
Open,1469515864
Close,1469515867
Close,1469515867
Open,1469515868
Open,1469515869
Close,1469515872
Close,1469515873
Close,1469515874
Close,1469515874
Open,1469515874
Open,1469515875
Close,1469515878
Close,1469515880
Close,1469515880
Open,1469515880
Close,1469515881
Close,1469515883
Open,1469515884
Open,1469515884
Open,1469515886
Close,1469515887
Open,1469515888
Open,1469515889
Close,1469515891
Close,1469515892
Close,1469515897
Open,1469515897
Close,1469515898
Open,1469515900
Open,1469515902
Close,1469515903
Close,1469515904
Close,1469515906
Open,1469515906
Close,1469515912
Close,1469515917
Close,1469515917
Open,1469515919
Close,1469515923
Open,1469515923
Open,1469515923
Close,1469515926
Close,1469515927
Close,1469515930
Close,1469515931
Close,1469515933
Open,1469515933
Open,1469515935
Close,1469515936
Close,1469515939
Open,1469515939
Open,1469515939
Close,1469515940
Close,1469515942
Open,1469515943
Open,1469515944
Close,1469515951
Open,1469515951
Close,1469515952
Close,1469515954
Close,1469515957
Close,1469515957
Open,1469515959
Open,1469515963
Close,1469515964
Close,1469515966
Close,1469515966
Open,1469515967
Open,1469515969
Close,1469515972
Close,1469515974
Close,1469515977
Open,1469515978
Open,1469515980
Open,1469515982
Open,1469515983
Open,1469515985
Open,1469515986
Close,1469515989
Close,1469515990
Close,1469515990
Close,1469515993
Close,1469515994
Close,1469515994
Open,1469515994
Close,1469515995
Open,1469515995
Open,1469515996
Close,1469515999
Close,1469516002
Close,1469516005
Open,1469516007
Close,1469516011
Open,1469516015
Open,1469516015
Close,1469516017
Close,1469516018
Close,1469516021
Close,1469516021
Open,1469516024
Open,1469516025
Open,1469516026
Open,1469516027
Open,1469516033
Close,1469516035
Open,1469516035
Open,1469516036
Close,1469516040
Close,1469516042
Close,1469516046
Open,1469516046
Close,1469516048
Open,1469516048
Open,1469516050
Open,1469516051
Close,1469516052
Close,1469516055
Close,1469516062
Close,1469516068
Open,1469516068
Close,1469516069
Close,1469516070
Open,1469516071
Open,1469516073
Close,1469516076
Close,1469516079
Open,1469516080
Open,1469516081
Close,1469516082
Open,1469516082
Close,1469516091
Open,1469516092
Open,1469516094
Open,1469516099
Open,1469516101
Open,1469516102
Open,1469516103
Close,1469516107
Close,1469516107
Close,1469516108
Close,1469516110
Close,1469516110
Open,1469516110
Open,1469516110
Open,1469516111
Open,1469516114
Close,1469516115
Close,1469516115
Open,1469516115
Close,1469516119
Open,1469516119
Close,1469516120
Open,1469516120
Open,1469516120
Close,1469516121
Open,1469516121
Open,1469516121
Close,1469516123
Close,1469516124
Open,1469516126
Open,1469516129
Close,1469516130
Close,1469516130
Open,1469516132
Close,1469516133
Open,1469516137
Close,1469516138
Close,1469516141
Close,1469516142
Close,1469516144
Open,1469516144
Open,1469516148
Close,1469516149
Open,1469516151
Close,1469516152
Open,1469516154
Open,1469516155
Open,1469516155
Open,1469516157
Open,1469516158
Close,1469516160
Close,1469516160
Open,1469516161
Close,1469516163
Close,1469516164
Close,1469516164
Open,1469516169
Open,1469516172
Open,1469516176
Close,1469516177
Close,1469516178
Close,1469516179
Open,1469516179
Open,1469516179
Close,1469516180
Close,1469516182
Open,1469516184
Open,1469516190
Open,1469516192
Close,1469516193
Open,1469516193
Close,1469516194
Close,1469516196
Open,1469516197
Close,1469516200
Open,1469516216
Close,1469516218
Open,1469516219
Close,1469516221
Open,1469516221
Open,1469516223
Close,1469516228
Close,1469516239
Open,1469516241
Close,1469516242
Close,1469516242
Open,1469516242
Open,1469516243
Close,1469516247
Close,1469516249
Close,1469516250
Close,1469516252
Open,1469516252
Close,1469516253
Open,1469516253
Open,1469516255
Close,1469516257
Open,1469516257
Close,1469516261
Open,1469516261
Close,1469516265
Close,1469516265
Open,1469516265
Close,1469516266
Open,1469516267
Open,1469516267
Close,1469516272
Open,1469516272
Close,1469516275
Close,1469516275
Open,1469516275
Close,1469516276
Close,1469516276
Close,1469516276
Open,1469516278
Open,1469516280
Close,1469516284
Close,1469516286
Close,1469516294
Open,1469516300
Close,1469516306
Open,1469516307
Close,1469516310
Open,1469516311
Close,1469516313
Open,1469516315
Open,1469516316
Close,1469516317
Close,1469516317
Open,1469516318
Close,1469516319
Open,1469516319
Close,1469516321
Close,1469516322
Open,1469516324
Open,1469516325
Open,1469516325
Open,1469516326
Close,1469516328
Close,1469516329
Open,1469516331
Open,1469516332
Open,1469516333
Open,1469516335
Close,1469516336
Close,1469516337
Close,1469516338
Open,1469516341
Close,1469516342
Close,1469516342
Close,1469516350
Open,1469516350
Close,1469516353
Close,1469516353
Open,1469516353
Close,1469516355
Open,1469516355
Open,1469516355
Close,1469516358
Open,1469516359
Close,1469516360
Open,1469516361
Close,1469516364
Close,1469516366
Open,1469516369
Open,1469516371
Close,1469516372
Open,1469516372
Close,1469516377
Close,1469516378
Open,1469516382
Open,1469516382
Close,1469516385
Open,1469516391
Open,1469516391
Open,1469516393
Close,1469516395
Close,1469516396
Close,1469516396
Close,1469516397
Close,1469516399
Open,1469516399
Open,1469516399
Close,1469516401
Close,1469516403
Open,1469516404
Open,1469516408
Open,1469516410
Close,1469516411
Close,1469516412
Close,1469516412
Close,1469516414
Open,1469516416
Close,1469516424
Open,1469516424
Close,1469516425
Open,1469516427
Open,1469516427
Close,1469516428
Close,1469516431
Close,1469516432
Open,1469516432
Open,1469516434
Close,1469516440
Close,1469516441
Close,1469516442
Close,1469516446
Close,1469516447
Open,1469516458
Close,1469516459
Open,1469516459
Open,1469516459
Open,1469516468
Open,1469516470
Close,1469516473
Open,1469516473
Close,1469516474
Open,1469516478
Open,1469516478
Close,1469516480
Open,1469516481
Open,1469516484
Open,1469516485
Close,1469516486
Open,1469516486
Close,1469516489
Close,1469516492
Close,1469516492
Close,1469516493
Open,1469516493
Open,1469516493
Open,1469516496
Open,1469516497
Open,1469516498
Close,1469516504
Close,1469516504
Open,1469516512
Open,1469516513
Open,1469516513
Close,1469516514
Close,1469516515
Close,1469516515
Close,1469516516
Open,1469516517
Open,1469516524
Open,1469516526
Close,1469516528
Close,1469516528
Close,1469516531
Open,1469516534
Open,1469516534
Open,1469516534
Open,1469516540
Open,1469516540
Close,1469516541
Open,1469516543
Close,1469516544
Close,1469516546
Open,1469516548
Close,1469516549
Open,1469516549
Open,1469516552
Open,1469516552
Open,1469516553
Open,1469516555
Close,1469516557
Open,1469516558
Open,1469516559
Open,1469516561
Close,1469516562
Close,1469516562
Close,1469516563
Open,1469516563
Close,1469516565
Open,1469516565
Open,1469516567
Close,1469516568
Close,1469516568
Close,1469516569
Close,1469516569
Open,1469516569
Close,1469516571
Open,1469516572
Open,1469516573
Open,1469516576
Open,1469516578
Open,1469516581
Close,1469516587
Close,1469516589
Open,1469516590
Open,1469516591
Close,1469516593
Open,1469516597
Open,1469516598
Open,1469516599
Open,1469516600
Open,1469516600
Open,1469516604
Open,1469516605
Close,1469516609
Open,1469516612
Open,1469516613
Open,1469516618
Open,1469516619
Open,1469516622
Close,1469516624
Open,1469516625
Open,1469516626
Close,1469516627
Open,1469516635
Open,1469516638
Close,1469516639
Open,1469516642
Open,1469516644
Close,1469516647
Open,1469516647
Close,1469516648
Close,1469516650
Open,1469516650
Open,1469516651
Open,1469516653
Open,1469516658
Close,1469516660
Close,1469516664
Close,1469516664
Open,1469516664
Open,1469516668
Close,1469516670
Close,1469516672
Open,1469516674
Open,1469516676
Open,1469516677
Open,1469516677
Close,1469516679
Close,1469516682
Open,1469516682
Open,1469516683
Close,1469516683
Open,1469516688
Open,1469516693
Close,1469516696
Close,1469516701
Close,1469516703
Open,1469516703
Open,1469516704
Close,1469516705
Open,1469516705
Open,1469516707
Open,1469516711
Close,1469516712
Open,1469516713
Open,1469516713
Open,1469516714
Open,1469516715
Open,1469516717
Open,1469516717
Close,1469516718
Open,1469516718
Open,1469516722
Open,1469516723
Open,1469516729
Open,1469516729
Close,1469516729
Open,1469516731
Open,1469516732
Open,1469516736
Open,1469516737
Close,1469516738
Close,1469516741
Open,1469516741
Close,1469516745
Close,1469516746
Open,1469516747
Close,1469516751
Close,1469516752
Close,1469516753
Open,1469516753
Close,1469516756
Open,1469516756
Close,1469516760
Close,1469516763
Close,1469516768
Open,1469516775
Close,1469516777
Open,1469516779
Close,1469516780
Open,1469516783
Close,1469516784
Open,1469516789
Close,1469516790
Close,1469516790
Close,1469516791
Close,1469516792
Close,1469516792
Close,1469516797
Open,1469516800
Open,1469516803
Open,1469516803
Open,1469516803
Close,1469516806
Open,1469516806
Open,1469516806
Close,1469516808
Close,1469516810
Open,1469516812
Open,1469516814
Open,1469516814
Close,1469516815
Close,1469516817
Open,1469516817
Open,1469516819
Open,1469516821
Close,1469516824
Close,1469516826
Close,1469516827
Close,1469516828
Close,1469516828
Open,1469516828
Close,1469516830
Close,1469516830
Close,1469516836
Open,1469516839
Close,1469516840
Close,1469516840
Close,1469516843
Close,1469516843
Open,1469516843
Open,1469516845
Open,1469516846
Open,1469516848
Open,1469516849
Open,1469516849
Close,1469516851
Close,1469516855
Close,1469516855
Open,1469516855
Close,1469516856
Open,1469516856
Open,1469516859
Close,1469516861
Close,1469516863
Close,1469516863
Close,1469516866
Open,1469516870
Close,1469516874
Open,1469516877
Close,1469516878
Close,1469516879
Close,1469516888
Close,1469516890
Close,1469516895
Open,1469516895
Open,1469516898
Close,1469516900
Open,1469516900
Open,1469516905
Open,1469516905
Close,1469516907
Close,1469516910
Close,1469516913
Close,1469516914
Close,1469516917
Open,1469516917
Close,1469516920
Open,1469516921
Close,1469516928
Close,1469516933
Close,1469516938
Open,1469516938
Close,1469516939
Open,1469516939
Open,1469516940
Open,1469516942
Open,1469516945
Close,1469516947
Open,1469516947
Close,1469516948
Open,1469516948
Close,1469516950
Open,1469516950
Close,1469516952
Close,1469516952
Open,1469516952
Open,1469516955
Close,1469516960
Open,1469516960
Close,1469516961
Open,1469516961
Open,1469516961
Close,1469516965
Open,1469516969
Open,1469516971
Open,1469516972
Close,1469516973
Open,1469516973
Open,1469516977
Open,1469516993
Open,1469516994
Close,1469516997
Close,1469517001
Open,1469517001
Close,1469517002
Close,1469517002
Open,1469517002
Close,1469517003
Close,1469517004
Open,1469517005
Open,1469517005
Close,1469517007
Open,1469517009
Open,1469517009
Close,1469517010
Close,1469517012
Close,1469517012
Open,1469517012
Close,1469517013
Close,1469517016
Close,1469517016
Close,1469517017
Open,1469517017
Close,1469517020
Open,1469517020
Open,1469517020
Open,1469517020
Close,1469517021
Close,1469517022
Close,1469517022
Open,1469517024
Close,1469517033
Close,1469517033
Close,1469517037
Open,1469517039
Open,1469517040
Open,1469517041
Open,1469517042
Close,1469517045
Close,1469517046
Close,1469517046
Open,1469517047
Close,1469517050
Open,1469517050
Close,1469517054
Close,1469517054
Open,1469517054
Close,1469517060
Open,1469517061
Close,1469517062
Open,1469517064
Close,1469517066
Close,1469517070
Close,1469517071
Close,1469517072
Close,1469517072
Open,1469517072
Open,1469517073
Open,1469517074
Close,1469517075
Close,1469517077
Open,1469517077
Open,1469517079
Close,1469517080
Open,1469517085
Close,1469517086
Close,1469517087
Open,1469517090
Close,1469517092
Close,1469517092
Close,1469517093
Open,1469517093
Close,1469517094
Close,1469517094
Open,1469517095
Close,1469517100
Close,1469517102
Open,1469517103
Close,1469517104
