action,time
Close,1469517841
Open,1469517842
Open,1469517843
Close,1469517845
Open,1469517850
Close,1469517851
Open,1469517854
Open,1469517854
Open,1469517855
Close,1469517856
Close,1469517857
Close,1469517859
Close,1469517861
Open,1469517861
Close,1469517862
Open,1469517862
Open,1469517863
Close,1469517864
Close,1469517868
Open,1469517869
Open,1469517872
Close,1469517874
Open,1469517875
Open,1469517875
Open,1469517875
Open,1469517877
Close,1469517880
Open,1469517881
Open,1469517882
Close,1469517883
Close,1469517885
Close,1469517886
Close,1469517887
Close,1469517887
Close,1469517891
Close,1469517892
Close,1469517892
Close,1469517896
Close,1469517898
Close,1469517899
Open,1469517902
Open,1469517903
Close,1469517904
Close,1469517907
Close,1469517910
Close,1469517911
Close,1469517911
Close,1469517919
Open,1469517919
Open,1469517920
Close,1469517930
Open,1469517932
Open,1469517938
Open,1469517945
Close,1469517948
Close,1469517948
Close,1469517951
Close,1469517952
Close,1469517954
Close,1469517955
Open,1469517956
Close,1469517958
Close,1469517963
Close,1469517963
Open,1469517963
Open,1469517968
Close,1469517969
Close,1469517969
Close,1469517972
Open,1469517973
Close,1469517974
Open,1469517974
Close,1469517975
Close,1469517976
Open,1469517976
Close,1469517977
Close,1469517978
Close,1469517979
Open,1469517979
Open,1469517980
Open,1469517982
Close,1469517984
Close,1469517987
Close,1469517988
Open,1469517989
Open,1469517995
Open,1469517996
Close,1469517997
Open,1469517999
Close,1469518003
Open,1469518004
Close,1469518004
Open,1469518007
Close,1469518008
Open,1469518008
Close,1469518009
Close,1469518011
Open,1469518012
Close,1469518013
Close,1469518014
Open,1469518014
Open,1469518014
Close,1469518015
Open,1469518017
Open,1469518018
Close,1469518025
Close,1469518026
Close,1469518028
Open,1469518028
Open,1469518029
Close,1469518032
Close,1469518034
Close,1469518035
Close,1469518036
Open,1469518036
Close,1469518039
Close,1469518045
Close,1469518045
Open,1469518051
Close,1469518053
Open,1469518053
Open,1469518053
Open,1469518055
Open,1469518056
Open,1469518057
Close,1469518058
Close,1469518058
Close,1469518060
Close,1469518066
Close,1469518066
Open,1469518066
Open,1469518068
Close,1469518071
Open,1469518072
Open,1469518084
Close,1469518088
Close,1469518088
Open,1469518093
Close,1469518096
Close,1469518103
Open,1469518106
Close,1469518109
Close,1469518109
Open,1469518112
Open,1469518113
Close,1469518115
Close,1469518118
Open,1469518118
Open,1469518119
Open,1469518120
Open,1469518121
Open,1469518121
Close,1469518122
Open,1469518124
Open,1469518125
Open,1469518126
Open,1469518127
Open,1469518131
Close,1469518136
Close,1469518138
Close,1469518139
Close,1469518140
Close,1469518144
Open,1469518148
Close,1469518150
Close,1469518151
Open,1469518152
Open,1469518152
Open,1469518154
Close,1469518156
Open,1469518158
Close,1469518161
Open,1469518161
Open,1469518162
Close,1469518163
Open,1469518165
Close,1469518166
Close,1469518166
Close,1469518166
Close,1469518167
Close,1469518170
Close,1469518173
Open,1469518174
Open,1469518177
Close,1469518178
Open,1469518178
Close,1469518179
Open,1469518182
Open,1469518183
Open,1469518184
Close,1469518187
Close,1469518189
Open,1469518192
Close,1469518193
Open,1469518198
Open,1469518208
Close,1469518209
Close,1469518214
Open,1469518217
Close,1469518226
Close,1469518227
Open,1469518227
Open,1469518227
Open,1469518227
Close,1469518228
Close,1469518230
Open,1469518231
Open,1469518232
Close,1469518233
Close,1469518237
Open,1469518238
Close,1469518239
Open,1469518242
Open,1469518243
Open,1469518245
Open,1469518247
Open,1469518251
Close,1469518254
Open,1469518255
Close,1469518256
Close,1469518258
Open,1469518263
Open,1469518263
Open,1469518265
Close,1469518266
Open,1469518268
Close,1469518272
Close,1469518273
Close,1469518274
Open,1469518274
Open,1469518275
Open,1469518276
Open,1469518279
Open,1469518279
Open,1469518280
Open,1469518285
Open,1469518286
Open,1469518286
Open,1469518291
Close,1469518292
Open,1469518293
Open,1469518294
Close,1469518295
Open,1469518296
Close,1469518301
Open,1469518301
Close,1469518302
Close,1469518304
Open,1469518309
Open,1469518311
Open,1469518313
Close,1469518318
Close,1469518322
Close,1469518323
Open,1469518324
Close,1469518327
Close,1469518329
Close,1469518331
Close,1469518332
Open,1469518333
Close,1469518338
Close,1469518342
Open,1469518342
Close,1469518343
Open,1469518343
Open,1469518345
Close,1469518346
Close,1469518346
Close,1469518349
Open,1469518351
Open,1469518352
Open,1469518353
Close,1469518355
Open,1469518355
Close,1469518357
Close,1469518357
Open,1469518359
Close,1469518360
Open,1469518361
Open,1469518363
Open,1469518365
Open,1469518366
Open,1469518366
Close,1469518369
Close,1469518372
Close,1469518374
Close,1469518375
Close,1469518376
Open,1469518379
Open,1469518382
Open,1469518385
Close,1469518386
Close,1469518387
Open,1469518387
Close,1469518389
Open,1469518391
Close,1469518392
Open,1469518395
Open,1469518400
Open,1469518401
Open,1469518405
Open,1469518408
Open,1469518409
Close,1469518415
Open,1469518416
Open,1469518418
Close,1469518420
Open,1469518420
Close,1469518422
Close,1469518423
Close,1469518425
Close,1469518429
Open,1469518431
Close,1469518436
Close,1469518439
Open,1469518440
Open,1469518441
Close,1469518442
Close,1469518442
Close,1469518445
Open,1469518445
Open,1469518446
Open,1469518448
Close,1469518449
Open,1469518449
Open,1469518449
Close,1469518451
Close,1469518455
Close,1469518455
Open,1469518455
Close,1469518456
Close,1469518459
Close,1469518459
Open,1469518459
Close,1469518472
Close,1469518473
Close,1469518473
Open,1469518476
Open,1469518476
Open,1469518476
Open,1469518478
Close,1469518481
Close,1469518482
Close,1469518484
Open,1469518488
Open,1469518489
Close,1469518490
Close,1469518490
Open,1469518492
Close,1469518493
Close,1469518493
Open,1469518493
Close,1469518494
Close,1469518495
Open,1469518495
Open,1469518497
Close,1469518502
Open,1469518502
Open,1469518502
Open,1469518507
Close,1469518509
Open,1469518509
Open,1469518510
Close,1469518512
Open,1469518512
Close,1469518514
Open,1469518515
Close,1469518520
Open,1469518521
Close,1469518522
Open,1469518522
Open,1469518527
Open,1469518529
Close,1469518536
Close,1469518541
Open,1469518544
Close,1469518549
Open,1469518549
Open,1469518552
Close,1469518553
Open,1469518557
Close,1469518562
Close,1469518567
Close,1469518569
Open,1469518569
Close,1469518570
Close,1469518570
Open,1469518570
Open,1469518571
Open,1469518574
Close,1469518575
Close,1469518581
Close,1469518583
Open,1469518586
Close,1469518587
Open,1469518587
Close,1469518588
Open,1469518589
Open,1469518590
Close,1469518591
Open,1469518591
Open,1469518593
Close,1469518594
Close,1469518594
Open,1469518594
Open,1469518594
Open,1469518599
Open,1469518601
Close,1469518602
Open,1469518602
Open,1469518603
Open,1469518606
Open,1469518606
Open,1469518606
Open,1469518610
Open,1469518610
Close,1469518615
Close,1469518616
Open,1469518618
Open,1469518623
Open,1469518623
Open,1469518626
Open,1469518626
Open,1469518630
Open,1469518631
Open,1469518635
Open,1469518636
Open,1469518643
Close,1469518647
Open,1469518647
Open,1469518647
Close,1469518648
Close,1469518652
Close,1469518652
Close,1469518654
Open,1469518654
Close,1469518657
Open,1469518659
Close,1469518661
Close,1469518662
Close,1469518664
Open,1469518664
Close,1469518669
Open,1469518670
Close,1469518671
Open,1469518673
Close,1469518675
Close,1469518675
Close,1469518675
Open,1469518676
Close,1469518679
Close,1469518680
Close,1469518681
Open,1469518685
Open,1469518685
Open,1469518688
Close,1469518693
Open,1469518693
Close,1469518694
Open,1469518694
Open,1469518695
Open,1469518696
Close,1469518699
Close,1469518699
Close,1469518702
Open,1469518702
Open,1469518703
Open,1469518706
Open,1469518706
Close,1469518708
Close,1469518709
Close,1469518710
Open,1469518710
Close,1469518711
Open,1469518712
Close,1469518713
Close,1469518716
Close,1469518717
Close,1469518717
Open,1469518717
Close,1469518719
Open,1469518719
Open,1469518725
Open,1469518726
Open,1469518727
Open,1469518727
Open,1469518729
Open,1469518729
Close,1469518731
Open,1469518733
Open,1469518738
Close,1469518740
Open,1469518743
Close,1469518746
Close,1469518746
Open,1469518746
Close,1469518747
Open,1469518747
Close,1469518750
Close,1469518751
Open,1469518757
Close,1469518759
Close,1469518759
Close,1469518760
Open,1469518764
Close,1469518767
Open,1469518767
Open,1469518767
Close,1469518769
Close,1469518773
Open,1469518775
Open,1469518776
Open,1469518777
Open,1469518777
Open,1469518781
Close,1469518785
Open,1469518788
Close,1469518789
Open,1469518796
Close,1469518798
Open,1469518803
Close,1469518804
Open,1469518804
Close,1469518813
Close,1469518817
Open,1469518817
Close,1469518820
Open,1469518823
Close,1469518824
Close,1469518824
Close,1469518826
Close,1469518828
Open,1469518833
Close,1469518834
Open,1469518834
Open,1469518837
Open,1469518837
Open,1469518838
Close,1469518843
Open,1469518843
Open,1469518843
Close,1469518848
Close,1469518849
Close,1469518849
Close,1469518850
Open,1469518851
Open,1469518853
Open,1469518857
Open,1469518862
Open,1469518867
Open,1469518868
Open,1469518869
Close,1469518870
Close,1469518870
Close,1469518871
Open,1469518872
Open,1469518874
Close,1469518875
Open,1469518878
Close,1469518884
Open,1469518886
Close,1469518889
Open,1469518892
Close,1469518903
Open,1469518907
Close,1469518909
Close,1469518910
Open,1469518911
Open,1469518914
Open,1469518915
Open,1469518916
Close,1469518917
Open,1469518917
Open,1469518921
Open,1469518921
Open,1469518923
Close,1469518928
Open,1469518928
Open,1469518931
Open,1469518932
Close,1469518934
Open,1469518934
Open,1469518935
Open,1469518936
Open,1469518938
Close,1469518939
Open,1469518939
Close,1469518940
Close,1469518943
Close,1469518945
Open,1469518947
Open,1469518950
Open,1469518954
Close,1469518956
Close,1469518961
Close,1469518964
Open,1469518971
Close,1469518972
Close,1469518975
Close,1469518980
Open,1469518980
Close,1469518983
Open,1469518986
Open,1469518988
Open,1469518989
Close,1469518992
Close,1469518992
Close,1469518993
Open,1469518995
Close,1469518996
Open,1469518996
Open,1469518998
Close,1469519005
Open,1469519005
Close,1469519007
Close,1469519007
Open,1469519008
Open,1469519010
Open,1469519011
Close,1469519015
Close,1469519018
Close,1469519019
Open,1469519021
Close,1469519024
Open,1469519024
Open,1469519024
Open,1469519025
Close,1469519026
Close,1469519027
Open,1469519030
Open,1469519034
Open,1469519034
Close,1469519035
Open,1469519036
Close,1469519038
Open,1469519038
Open,1469519042
Open,1469519045
Open,1469519045
Open,1469519050
Close,1469519052
Open,1469519053
Close,1469519054
Open,1469519054
Close,1469519060
Open,1469519061
Open,1469519061
Open,1469519061
Close,1469519062
Close,1469519063
Close,1469519063
Open,1469519064
Close,1469519066
Close,1469519066
Close,1469519069
Open,1469519069
Close,1469519071
Close,1469519071
Open,1469519071
Open,1469519071
Close,1469519073
Close,1469519073
Open,1469519079
Open,1469519080
Close,1469519083
Open,1469519083
Open,1469519086
Open,1469519086
Open,1469519087
Close,1469519088
Open,1469519088
Close,1469519089
Close,1469519090
Close,1469519090
Open,1469519090
Close,1469519095
Close,1469519095
Close,1469519095
Open,1469519095
Open,1469519095
Open,1469519098
Close,1469519099
Close,1469519101
Close,1469519102
Open,1469519102
Close,1469519103
Open,1469519104
Close,1469519105
Close,1469519105
Open,1469519105
Close,1469519107
Open,1469519112
Close,1469519113
Open,1469519114
Open,1469519118
Close,1469519121
Close,1469519122
Close,1469519125
Close,1469519131
Open,1469519131
Close,1469519132
Open,1469519132
Close,1469519134
Open,1469519135
Open,1469519136
Close,1469519138
Close,1469519140
Open,1469519142
Open,1469519143
Close,1469519144
Close,1469519145
Open,1469519146
Open,1469519146
Open,1469519146
Close,1469519149
Close,1469519150
Open,1469519153
Close,1469519154
Close,1469519156
Open,1469519157
Open,1469519160
Close,1469519164
Close,1469519167
Close,1469519169
Close,1469519169
Open,1469519172
Close,1469519173
Close,1469519175
Open,1469519175
Open,1469519177
Open,1469519177
Close,1469519187
Open,1469519189
Close,1469519190
Open,1469519192
Open,1469519192
Open,1469519195
Close,1469519196
Open,1469519197
Open,1469519198
Close,1469519199
Open,1469519200
Open,1469519200
Open,1469519201
Close,1469519203
Close,1469519205
Open,1469519211
Open,1469519222
Close,1469519228
Close,1469519228
Open,1469519232
Close,1469519232
Open,1469519234
Open,1469519235
Close,1469519236
Close,1469519236
Close,1469519238
Close,1469519242
Open,1469519242
Open,1469519245
Close,1469519250
Close,1469519251
Open,1469519253
Open,1469519257
Open,1469519257
Open,1469519259
Close,1469519260
Close,1469519264
Close,1469519268
Close,1469519268
Open,1469519275
Open,1469519279
Open,1469519281
Close,1469519283
Open,1469519283
Open,1469519283
Close,1469519285
Open,1469519285
Close,1469519289
Open,1469519289
Close,1469519290
Close,1469519290
Close,1469519290
Close,1469519292
Open,1469519294
Close,1469519295
Close,1469519295
Open,1469519297
Open,1469519300
Open,1469519301
Close,1469519303
Open,1469519304
Open,1469519304
Open,1469519306
Close,1469519311
Open,1469519315
Open,1469519315
Open,1469519318
Open,1469519320
Open,1469519322
Open,1469519326
Open,1469519327
Open,1469519331
Close,1469519332
Close,1469519333
Open,1469519335
Close,1469519338
Open,1469519340
Close,1469519341
Close,1469519342
Open,1469519342
Open,1469519342
Open,1469519345
Open,1469519346
Close,1469519349
Close,1469519349
Open,1469519350
Open,1469519351
Close,1469519355
Open,1469519358
Close,1469519360
Open,1469519362
Open,1469519363
Close,1469519364
Close,1469519367
Close,1469519367
Close,1469519368
Open,1469519368
Open,1469519368
Close,1469519370
Close,1469519371
Open,1469519372
Close,1469519373
Open,1469519373
Open,1469519374
Close,1469519376
Open,1469519376
Close,1469519381
Close,1469519381
Close,1469519382
Close,1469519384
Open,1469519384
Open,1469519385
Open,1469519385
Close,1469519389
Open,1469519390
Open,1469519392
Close,1469519396
Open,1469519397
Open,1469519399
Close,1469519401
Close,1469519407
Close,1469519408
Open,1469519410
Close,1469519413
Open,1469519414
Open,1469519416
Open,1469519417
Close,1469519420
Open,1469519423
Close,1469519424
Open,1469519425
Close,1469519426
Close,1469519426
Close,1469519427
Open,1469519428
Open,1469519432
Open,1469519433
Close,1469519434
Close,1469519434
Close,1469519435
Close,1469519437
Close,1469519440
Close,1469519447
Close,1469519448
Open,1469519449
Close,1469519452
Close,1469519452
Close,1469519453
Close,1469519454
Close,1469519455
Close,1469519456
Open,1469519456
Open,1469519463
Open,1469519466
Open,1469519470
Close,1469519474
Open,1469519478
Open,1469519483
Close,1469519486
Close,1469519486
Open,1469519490
Close,1469519491
Close,1469519492
Open,1469519492
Close,1469519493
Open,1469519493
Open,1469519495
Close,1469519496
Close,1469519501
Open,1469519509
Close,1469519511
Open,1469519512
Close,1469519514
Open,1469519514
Open,1469519515
Close,1469519517
Open,1469519519
Open,1469519521
Open,1469519523
Close,1469519525
Close,1469519525
Close,1469519527
Open,1469519528
Close,1469519529
Open,1469519529
Close,1469519530
Open,1469519531
Close,1469519532
Close,1469519533
Open,1469519533
Close,1469519535
Close,1469519538
Close,1469519540
Open,1469519540
Open,1469519541
Close,1469519543
Open,1469519545
Close,1469519552
Close,1469519554
Open,1469519555
Close,1469519558
Open,1469519562
Close,1469519563
Close,1469519564
Close,1469519564
Close,1469519565
Close,1469519566
Close,1469519568
Close,1469519569
Close,1469519571
Open,1469519572
Close,1469519576
Open,1469519577
Close,1469519579
Open,1469519580
Close,1469519580
Open,1469519580
Open,1469519583
Open,1469519583
Open,1469519585
Open,1469519586
Close,1469519587
Open,1469519587
Close,1469519589
Close,1469519589
Open,1469519589
Open,1469519590
Close,1469519591
Open,1469519591
Open,1469519591
Close,1469519600
Open,1469519602
Open,1469519604
Open,1469519605
Close,1469519607
Close,1469519608
Close,1469519613
Close,1469519614
Open,1469519617
Open,1469519617
Close,1469519619
Open,1469519621
Close,1469519622
Open,1469519622
Close,1469519623
Close,1469519623
Open,1469519625
Open,1469519626
Close,1469519629
Open,1469519630
Open,1469519631
Close,1469519632
Close,1469519636
Close,1469519638
Open,1469519641
Open,1469519641
Close,1469519643
Close,1469519643
Close,1469519647
Open,1469519649
Close,1469519649
Close,1469519651
Close,1469519652
Close,1469519654
Close,1469519655
Close,1469519656
Open,1469519656
Close,1469519661
Close,1469519667
Close,1469519667
Open,1469519669
Open,1469519674
Close,1469519680
Open,1469519681
Open,1469519683
Open,1469519686
Close,1469519689
Close,1469519690
Open,1469519696
Close,1469519699
Close,1469519701
Open,1469519701
Open,1469519701
Open,1469519701
Close,1469519702
Close,1469519707
Close,1469519709
Close,1469519709
Open,1469519709
Close,1469519710
Open,1469519710
Close,1469519711
Open,1469519715
Close,1469519718
Close,1469519725
Open,1469519725
Open,1469519725
Close,1469519726
Close,1469519727
Open,1469519727
Close,1469519728
Open,1469519728
Open,1469519730
Close,1469519731
Close,1469519735
Open,1469519740
Open,1469519742
Close,1469519744
Close,1469519744
Open,1469519747
Open,1469519748
Close,1469519753
Open,1469519754
Close,1469519758
Close,1469519758
Close,1469519760
Open,1469519764
Open,1469519769
Open,1469519772
Open,1469519773
Close,1469519776
Close,1469519777
Close,1469519778
Close,1469519779
Close,1469519780
Open,1469519780
Open,1469519786
Close,1469519787
Close,1469519788
Close,1469519790
Open,1469519790
Close,1469519792
Open,1469519792
Close,1469519796
Close,1469519797
Open,1469519799
Open,1469519800
Open,1469519803
Open,1469519808
Close,1469519809
Open,1469519809
Open,1469519809
Open,1469519809
Close,1469519812
Close,1469519813
Open,1469519813
Close,1469519814
Open,1469519816
Close,1469519818
Close,1469519821
Close,1469519822
Open,1469519822
Close,1469519830
Close,1469519831
Open,1469519831
Close,1469519832
Open,1469519834
Open,1469519835
Open,1469519835
Open,1469519836
Open,1469519838
Close,1469519841
Open,1469519844
Close,1469519845
Open,1469519845
Open,1469519845
Close,1469519845
Open,1469519852
Close,1469519854
Open,1469519860
Close,1469519861
Close,1469519862
Close,1469519864
Close,1469519865
Close,1469519866
Close,1469519869
Close,1469519869
Close,1469519871
Open,1469519875
Open,1469519876
Open,1469519878
Close,1469519887
Open,1469519888
Open,1469519890
Close,1469519891
Open,1469519893
Open,1469519893
Open,1469519896
Open,1469519896
Open,1469519900
Close,1469519902
Open,1469519907
Open,1469519907
Close,1469519909
Open,1469519909
Close,1469519911
Close,1469519913
Open,1469519913
Open,1469519914
Open,1469519914
Close,1469519915
Close,1469519916
Open,1469519917
Open,1469519918
Open,1469519921
Open,1469519923
Open,1469519923
Open,1469519925
Open,1469519925
Close,1469519928
Open,1469519928
Close,1469519930
Close,1469519930
Close,1469519931
Close,1469519934
Close,1469519934
Open,1469519934
Close,1469519935
Open,1469519938
Close,1469519940
Close,1469519941
Open,1469519942
Close,1469519943
Close,1469519948
Open,1469519953
Close,1469519956
Close,1469519957
Open,1469519957
Close,1469519959
Close,1469519961
Close,1469519962
Close,1469519962
Open,1469519962
Close,1469519963
Close,1469519965
Open,1469519966
Open,1469519969
Close,1469519970
Open,1469519970
Close,1469519971
Open,1469519973
Open,1469519974
Open,1469519974
Close,1469519980
Close,1469519981
Open,1469519982
Open,1469519982
Open,1469519985
Close,1469519987
Open,1469519987
Close,1469519988
Close,1469519990
Open,1469519990
Open,1469519992
Open,1469520007
Open,1469520007
Close,1469520014
Close,1469520020
Close,1469520022
Close,1469520024
Close,1469520032
Open,1469520032
Open,1469520034
Close,1469520038
Open,1469520040
Open,1469520040
Close,1469520041
Open,1469520042
Open,1469520042
Close,1469520043
Close,1469520043
Open,1469520044
Close,1469520049
Close,1469520053
Open,1469520053
Close,1469520055
Open,1469520055
Open,1469520056
Close,1469520060
Open,1469520065
Close,1469520066
Open,1469520066
Close,1469520071
Close,1469520073
Open,1469520075
Close,1469520078
Close,1469520078
Close,1469520082
Close,1469520082
Open,1469520086
Open,1469520088
Close,1469520089
Close,1469520089
Close,1469520090
Open,1469520090
Close,1469520091
Close,1469520092
Close,1469520093
Open,1469520093
Close,1469520100
Close,1469520101
Open,1469520101
Open,1469520102
Open,1469520105
Open,1469520109
Close,1469520110
Open,1469520113
Open,1469520113
Close,1469520116
Close,1469520117
Open,1469520118
Close,1469520119
Close,1469520119
Open,1469520122
Open,1469520127
Close,1469520128
Close,1469520129
Open,1469520129
Open,1469520132
Close,1469520133
Open,1469520136
Close,1469520140
Open,1469520140
Close,1469520141
Open,1469520142
Close,1469520143
Open,1469520143
Close,1469520144
Close,1469520144
Close,1469520145
Open,1469520145
Close,1469520154
Open,1469520155
Open,1469520157
Close,1469520163
Open,1469520163
Close,1469520165
Open,1469520165
Close,1469520166
Close,1469520167
Open,1469520171
Close,1469520172
Open,1469520174
Open,1469520174
Close,1469520179
Open,1469520180
Close,1469520182
Open,1469520187
Close,1469520188
Close,1469520190
Open,1469520190
Open,1469520191
Open,1469520192
Open,1469520193
Close,1469520195
Open,1469520195
Close,1469520196
Open,1469520196
Close,1469520199
Open,1469520199
Open,1469520199
Close,1469520200
Open,1469520201
Open,1469520202
Close,1469520203
Open,1469520205
Open,1469520205
Open,1469520206
Open,1469520209
Open,1469520209
Open,1469520209
Open,1469520210
Close,1469520211
Open,1469520211
Open,1469520211
Open,1469520212
Close,1469520213
Close,1469520213
Open,1469520213
Close,1469520215
Open,1469520217
Close,1469520217
Open,1469520218
Open,1469520219
Close,1469520222
Open,1469520225
Close,1469520230
Open,1469520230
Open,1469520235
Close,1469520239
Open,1469520239
Close,1469520240
Open,1469520247
Open,1469520249
Open,1469520249
Open,1469520251
Close,1469520252
Open,1469520252
Open,1469520252
Close,1469520255
Close,1469520256
Close,1469520258
Open,1469520259
Close,1469520263
Open,1469520264
Close,1469520266
Close,1469520268
Close,1469520269
Open,1469520271
Open,1469520273
Close,1469520275
Close,1469520275
Open,1469520276
Close,1469520277
Open,1469520277
Open,1469520280
Open,1469520285
Close,1469520287
Open,1469520293
Close,1469520294
Close,1469520300
Open,1469520300
Close,1469520308
Close,1469520309
Open,1469520310
Open,1469520310
Close,1469520311
Open,1469520311
Close,1469520319
Close,1469520320
Close,1469520321
Open,1469520323
Open,1469520324
Close,1469520325
Close,1469520328
Open,1469520331
Open,1469520332
Open,1469520335
Close,1469520336
Close,1469520337
Close,1469520342
Close,1469520342
Open,1469520349
Close,1469520351
Open,1469520355
Close,1469520356
Open,1469520357
Open,1469520358
Open,1469520365
Open,1469520365
Close,1469520366
Close,1469520370
Close,1469520370
Open,1469520373
Open,1469520374
Open,1469520377
Open,1469520379
Close,1469520381
Close,1469520382
Close,1469520389
Close,1469520392
Open,1469520395
Open,1469520398
Close,1469520399
Close,1469520400
Close,1469520401
Close,1469520404
Close,1469520405
Close,1469520409
Close,1469520410
Close,1469520410
Close,1469520411
Close,1469520417
Open,1469520418
Open,1469520420
Open,1469520421
Close,1469520426
Open,1469520426
Close,1469520427
Open,1469520431
Open,1469520434
Close,1469520435
Close,1469520440
Open,1469520441
Close,1469520442
Close,1469520444
Close,1469520447
Open,1469520448
Close,1469520450
Open,1469520451
Open,1469520453
Open,1469520454
Open,1469520456
Open,1469520458
Close,1469520461
Close,1469520462
Open,1469520462
Close,1469520464
Open,1469520466
Open,1469520466
Open,1469520468
Close,1469520469
Close,1469520470
Close,1469520472
Close,1469520472
Open,1469520473
Open,1469520474
Close,1469520475
Open,1469520475
Close,1469520477
Open,1469520478
Close,1469520480
Close,1469520480
Open,1469520481
Close,1469520485
Close,1469520486
Open,1469520489
Open,1469520489
Close,1469520490
Open,1469520491
Open,1469520494
Close,1469520502
Open,1469520502
Close,1469520503
Open,1469520503
Open,1469520503
Close,1469520504
Open,1469520506
Close,1469520507
Open,1469520509
Open,1469520512
Close,1469520513
Close,1469520515
Open,1469520516
Close,1469520519
Close,1469520519
Close,1469520523
Close,1469520523
Open,1469520523
Open,1469520523
Open,1469520525
Open,1469520527
Open,1469520527
Open,1469520528
Close,1469520529
Close,1469520530
Open,1469520530
Open,1469520531
Open,1469520532
Open,1469520538
Close,1469520542
Close,1469520544
Open,1469520547
Close,1469520550
Close,1469520550
Close,1469520551
Open,1469520553
Close,1469520555
Open,1469520557
Open,1469520557
Close,1469520558
Open,1469520563
Open,1469520564
Open,1469520566
Close,1469520570
Open,1469520570
Open,1469520572
Close,1469520575
Close,1469520575
Open,1469520576
Open,1469520577
Close,1469520580
Close,1469520580
Open,1469520581
Close,1469520586
Open,1469520586
Close,1469520587
Open,1469520589
Close,1469520590
Close,1469520591
Close,1469520596
Close,1469520596
Open,1469520598
Open,1469520599
Close,1469520600
Open,1469520601
Close,1469520604
Open,1469520605
Close,1469520606
Close,1469520608
Close,1469520609
Close,1469520610
Close,1469520612
Close,1469520614
Open,1469520618
Open,1469520620
Open,1469520621
Open,1469520625
Open,1469520630
Close,1469520636
Close,1469520639
Open,1469520639
Close,1469520640
Close,1469520642
Open,1469520643
Open,1469520643
Open,1469520645
Open,1469520646
Open,1469520647
Close,1469520648
Close,1469520649
Close,1469520650
Close,1469520650
Close,1469520656
Open,1469520656
Close,1469520659
Close,1469520663
Close,1469520666
Close,1469520668
Close,1469520669
Close,1469520671
Close,1469520673
Close,1469520673
Close,1469520679
Close,1469520679
Close,1469520680
Close,1469520682
Close,1469520682
Open,1469520682
Close,1469520683
Open,1469520683
Close,1469520684
Open,1469520687
Open,1469520688
Open,1469520688
Open,1469520697
Close,1469520699
Open,1469520699
Open,1469520700
Open,1469520701
Open,1469520702
Open,1469520705
Open,1469520706
Close,1469520716
Open,1469520719
Close,1469520724
Close,1469520724
Open,1469520727
Open,1469520729
Close,1469520734
