action,time
Open,1469528745
Close,1469528747
Open,1469528747
Close,1469528749
Open,1469528749
Open,1469528751
Open,1469528752
Close,1469528753
Open,1469528753
Open,1469528754
Open,1469528754
Open,1469528756
Close,1469528760
Open,1469528763
Close,1469528766
Close,1469528767
Open,1469528772
Open,1469528773
Open,1469528774
Open,1469528775
Open,1469528775
Open,1469528777
Open,1469528779
Close,1469528784
Close,1469528786
Open,1469528788
Open,1469528789
Close,1469528790
Open,1469528790
Open,1469528792
Close,1469528794
Close,1469528795
Close,1469528798
Open,1469528798
Open,1469528799
Close,1469528800
Close,1469528805
Open,1469528810
Close,1469528814
Close,1469528815
Close,1469528815
Open,1469528815
Close,1469528818
Open,1469528818
Close,1469528820
Close,1469528823
Open,1469528823
Open,1469528824
Open,1469528825
Open,1469528827
Open,1469528828
Close,1469528830
Open,1469528830
Close,1469528834
Close,1469528837
Close,1469528838
Open,1469528838
Close,1469528839
Close,1469528842
Open,1469528842
Close,1469528844
Close,1469528851
Open,1469528851
Close,1469528855
Close,1469528855
Close,1469528856
Close,1469528858
Close,1469528859
Close,1469528859
Open,1469528859
Open,1469528859
Open,1469528861
Open,1469528862
Open,1469528863
Close,1469528865
Close,1469528867
Open,1469528868
Open,1469528868
Close,1469528873
Open,1469528873
Close,1469528874
Close,1469528877
Close,1469528878
Open,1469528880
Close,1469528883
Close,1469528888
Open,1469528890
Open,1469528894
Open,1469528896
Open,1469528897
Open,1469528898
Close,1469528904
Close,1469528907
Close,1469528908
Open,1469528909
Close,1469528911
Open,1469528911
Open,1469528914
Open,1469528916
Open,1469528916
Open,1469528918
Close,1469528921
Open,1469528921
Open,1469528924
Open,1469528928
Close,1469528933
Open,1469528944
Open,1469528944
Open,1469528946
Open,1469528949
Close,1469528952
Close,1469528953
Open,1469528954
Close,1469528965
Close,1469528966
Open,1469528969
Open,1469528969
Open,1469528969
Close,1469528975
Close,1469528975
Close,1469528976
Open,1469528980
Close,1469528982
Close,1469528982
Open,1469528983
Open,1469528986
Open,1469528986
Close,1469528989
Close,1469528990
Close,1469528992
Close,1469528994
Open,1469528994
Open,1469529000
Close,1469529001
Open,1469529001
Open,1469529001
Close,1469529004
Close,1469529004
Close,1469529004
Open,1469529011
Open,1469529012
Open,1469529013
Close,1469529014
Close,1469529015
Open,1469529017
Close,1469529019
Close,1469529025
Open,1469529028
Open,1469529030
Close,1469529032
Open,1469529033
Close,1469529034
Close,1469529035
Close,1469529036
Open,1469529036
Open,1469529037
Open,1469529039
Close,1469529043
Close,1469529044
Close,1469529046
Close,1469529048
Open,1469529048
Close,1469529050
Close,1469529051
Close,1469529052
Close,1469529053
Close,1469529053
Close,1469529053
Close,1469529055
Open,1469529055
Open,1469529055
Open,1469529056
Open,1469529056
Open,1469529056
Open,1469529058
Close,1469529061
Open,1469529062
Open,1469529065
Open,1469529067
Open,1469529068
Open,1469529073
Close,1469529074
Close,1469529075
Close,1469529076
Open,1469529076
Close,1469529079
Close,1469529080
Close,1469529087
Open,1469529092
Open,1469529092
Close,1469529094
Close,1469529094
Open,1469529094
Open,1469529098
Open,1469529099
Close,1469529101
Open,1469529102
Open,1469529105
Open,1469529105
Open,1469529105
Close,1469529109
Close,1469529109
Close,1469529109
Close,1469529109
Close,1469529110
Open,1469529110
Close,1469529111
Close,1469529113
Close,1469529113
Close,1469529114
Close,1469529115
Close,1469529116
Close,1469529116
Open,1469529122
Close,1469529124
Close,1469529125
Open,1469529125
Close,1469529129
Open,1469529129
Open,1469529129
Close,1469529130
Close,1469529131
Open,1469529131
Close,1469529132
Open,1469529133
Open,1469529133
Open,1469529142
Close,1469529144
Open,1469529150
Close,1469529152
Open,1469529155
Open,1469529157
Close,1469529158
Close,1469529160
Close,1469529166
Open,1469529167
Close,1469529168
Close,1469529171
Close,1469529171
Close,1469529175
Open,1469529176
Close,1469529177
Open,1469529177
Open,1469529183
Close,1469529185
Close,1469529187
Close,1469529188
Open,1469529188
Close,1469529189
Close,1469529189
Close,1469529190
Open,1469529190
Close,1469529191
Open,1469529191
Close,1469529193
Open,1469529193
Close,1469529194
Open,1469529194
Open,1469529196
Close,1469529198
Open,1469529200
Open,1469529201
Close,1469529203
Close,1469529207
Open,1469529207
Close,1469529209
Open,1469529209
Open,1469529209
Close,1469529215
Open,1469529215
Close,1469529218
Close,1469529222
Open,1469529226
Close,1469529227
Open,1469529227
Open,1469529228
Open,1469529232
Open,1469529234
Close,1469529235
Open,1469529235
Open,1469529235
Open,1469529238
Close,1469529238
Open,1469529239
Close,1469529242
Open,1469529244
Close,1469529245
Open,1469529245
Open,1469529245
Close,1469529247
Open,1469529250
Close,1469529254
Open,1469529254
Close,1469529256
Open,1469529257
Open,1469529261
Open,1469529262
Close,1469529265
Close,1469529266
Close,1469529266
Close,1469529266
Close,1469529269
Open,1469529270
Close,1469529272
Close,1469529274
Open,1469529274
Close,1469529276
Open,1469529276
Close,1469529278
Close,1469529278
Close,1469529278
Close,1469529280
Open,1469529285
Close,1469529287
Close,1469529287
Close,1469529287
Close,1469529287
Open,1469529289
Open,1469529289
Close,1469529290
Open,1469529290
Close,1469529297
Close,1469529299
Close,1469529305
Close,1469529306
Close,1469529308
Open,1469529311
Open,1469529312
Close,1469529314
Open,1469529318
Close,1469529320
Close,1469529324
Open,1469529324
Open,1469529325
Close,1469529328
Open,1469529332
Close,1469529335
Open,1469529336
Close,1469529337
Close,1469529339
Open,1469529340
Close,1469529341
Open,1469529344
Close,1469529348
Close,1469529348
Open,1469529349
Close,1469529351
Close,1469529352
Open,1469529356
Close,1469529358
Close,1469529359
Open,1469529359
Close,1469529362
Close,1469529362
Close,1469529363
Open,1469529364
Open,1469529366
Open,1469529367
Close,1469529369
Open,1469529369
Open,1469529370
Close,1469529371
Open,1469529372
Open,1469529375
Open,1469529376
Open,1469529377
Open,1469529380
Close,1469529381
Open,1469529385
Close,1469529387
Open,1469529387
Close,1469529389
Close,1469529390
Open,1469529391
Close,1469529393
Open,1469529394
Open,1469529394
Open,1469529398
Open,1469529402
Close,1469529405
Open,1469529413
Open,1469529414
Close,1469529418
Open,1469529418
Close,1469529420
Close,1469529422
Open,1469529425
Close,1469529426
Close,1469529430
Close,1469529432
Close,1469529432
Open,1469529436
Open,1469529436
Open,1469529436
Open,1469529439
Close,1469529440
Close,1469529443
Open,1469529445
Close,1469529446
Close,1469529449
Open,1469529450
Open,1469529451
Close,1469529460
Open,1469529461
Close,1469529463
Close,1469529463
Close,1469529464
Open,1469529464
Close,1469529467
Close,1469529470
Close,1469529472
Open,1469529472
Close,1469529473
Close,1469529473
Open,1469529473
Close,1469529478
Close,1469529484
Close,1469529484
Open,1469529488
Close,1469529489
Open,1469529489
Close,1469529490
Open,1469529491
Close,1469529492
Open,1469529493
Close,1469529494
Close,1469529495
Open,1469529496
Close,1469529498
Open,1469529499
Close,1469529505
Open,1469529506
Open,1469529507
Open,1469529507
Close,1469529509
Open,1469529514
Open,1469529515
Open,1469529516
Close,1469529518
Close,1469529521
Close,1469529524
Open,1469529525
Close,1469529526
Open,1469529526
Close,1469529528
Open,1469529530
Open,1469529532
Open,1469529533
Open,1469529536
Close,1469529539
Open,1469529541
Open,1469529545
Close,1469529547
Close,1469529550
Close,1469529552
Close,1469529558
Open,1469529561
Close,1469529562
Open,1469529562
Open,1469529568
Close,1469529569
Open,1469529574
Open,1469529575
Open,1469529576
Close,1469529581
Close,1469529582
Open,1469529583
Close,1469529592
Open,1469529592
Open,1469529594
Open,1469529597
Close,1469529598
Close,1469529599
Open,1469529600
Close,1469529601
Close,1469529603
Close,1469529603
Close,1469529607
Open,1469529607
Close,1469529610
Open,1469529610
Open,1469529611
Open,1469529612
Open,1469529615
Close,1469529617
Close,1469529622
Open,1469529622
Open,1469529627
Open,1469529630
Close,1469529637
Open,1469529640
Open,1469529641
Open,1469529643
Close,1469529644
Close,1469529647
Close,1469529647
Close,1469529647
Close,1469529651
Open,1469529652
Close,1469529657
Close,1469529658
Open,1469529658
Open,1469529662
Open,1469529666
Open,1469529667
Close,1469529669
Open,1469529670
Open,1469529670
Close,1469529671
Open,1469529672
Close,1469529675
Open,1469529677
Open,1469529682
Close,1469529686
Open,1469529688
Open,1469529691
Close,1469529692
Open,1469529693
Close,1469529699
Close,1469529699
Close,1469529700
Open,1469529703
Open,1469529704
Close,1469529705
Open,1469529707
Open,1469529709
Open,1469529709
Open,1469529710
Open,1469529711
Close,1469529713
Close,1469529715
Open,1469529715
Open,1469529715
Open,1469529720
Close,1469529721
Open,1469529723
Close,1469529724
Open,1469529725
Close,1469529727
Close,1469529729
Open,1469529731
Open,1469529734
Close,1469529738
Open,1469529738
Close,1469529742
Open,1469529746
Open,1469529751
Close,1469529752
Close,1469529754
Close,1469529755
Close,1469529755
Close,1469529755
Open,1469529756
Open,1469529756
Open,1469529758
Close,1469529759
Close,1469529760
Close,1469529761
Close,1469529763
Open,1469529763
Close,1469529767
Open,1469529769
Open,1469529771
Open,1469529771
Close,1469529772
Open,1469529773
Open,1469529777
Open,1469529778
Close,1469529780
Open,1469529781
Close,1469529782
Open,1469529782
Close,1469529783
Close,1469529783
Close,1469529785
Close,1469529786
Close,1469529788
Open,1469529789
Close,1469529790
Open,1469529793
Open,1469529798
Open,1469529803
Open,1469529805
Open,1469529809
Open,1469529809
Open,1469529813
Close,1469529816
Open,1469529817
Close,1469529819
Close,1469529823
Close,1469529826
Close,1469529827
Open,1469529831
Close,1469529836
Close,1469529837
Close,1469529837
Close,1469529838
Open,1469529841
Open,1469529848
Open,1469529850
Open,1469529854
Open,1469529857
Close,1469529860
Close,1469529860
Close,1469529860
Open,1469529861
Open,1469529869
Open,1469529870
Close,1469529871
Open,1469529871
Close,1469529872
Close,1469529872
Open,1469529872
Close,1469529878
Close,1469529878
Close,1469529878
Close,1469529878
Open,1469529878
Close,1469529882
Open,1469529882
Close,1469529884
Open,1469529884
Open,1469529884
Open,1469529887
Open,1469529887
Close,1469529888
Open,1469529888
Open,1469529892
Open,1469529892
Close,1469529893
Open,1469529894
Open,1469529896
Close,1469529897
Open,1469529898
Close,1469529899
Close,1469529899
Close,1469529900
Open,1469529901
Open,1469529902
Open,1469529904
Open,1469529906
Open,1469529907
Close,1469529909
Open,1469529913
Close,1469529914
Open,1469529916
Open,1469529916
Close,1469529918
Close,1469529920
Open,1469529921
Close,1469529924
Close,1469529926
Close,1469529926
Open,1469529929
Open,1469529930
Close,1469529932
Close,1469529932
Open,1469529934
Close,1469529935
Open,1469529935
Close,1469529936
Close,1469529937
Close,1469529938
Close,1469529941
Close,1469529941
Open,1469529941
Close,1469529945
Close,1469529948
Open,1469529954
Close,1469529955
Open,1469529955
Close,1469529960
Open,1469529960
Close,1469529962
Open,1469529962
Open,1469529963
Close,1469529965
Close,1469529967
Close,1469529967
Open,1469529968
Close,1469529971
Open,1469529975
Open,1469529975
Open,1469529978
Open,1469529979
Open,1469529981
Close,1469529983
Open,1469529983
Open,1469529984
Open,1469529986
Close,1469529987
Open,1469529989
Close,1469529990
Open,1469529997
Close,1469529998
Open,1469530000
Open,1469530001
Open,1469530002
Close,1469530003
Close,1469530004
Close,1469530005
Open,1469530005
Open,1469530006
Close,1469530010
Open,1469530011
Open,1469530013
Open,1469530013
Open,1469530014
Close,1469530016
Open,1469530016
Close,1469530019
Open,1469530020
Open,1469530023
Open,1469530023
Close,1469530027
Open,1469530032
Open,1469530035
Open,1469530035
Open,1469530036
Open,1469530038
Close,1469530040
Close,1469530044
Open,1469530044
Open,1469530047
Close,1469530049
Open,1469530051
Close,1469530055
Open,1469530055
Close,1469530066
Open,1469530066
Open,1469530066
Close,1469530068
Close,1469530068
Open,1469530068
Close,1469530069
Close,1469530069
Close,1469530069
Close,1469530070
Close,1469530070
Close,1469530073
Open,1469530073
Close,1469530074
Close,1469530074
Close,1469530075
Close,1469530081
Close,1469530085
Open,1469530086
Open,1469530088
Close,1469530092
Open,1469530102
Close,1469530103
Open,1469530104
Close,1469530105
Open,1469530106
Open,1469530107
Open,1469530109
Close,1469530110
Close,1469530113
Close,1469530114
Close,1469530118
Close,1469530119
Close,1469530120
Close,1469530120
Close,1469530122
Open,1469530122
Close,1469530124
Open,1469530124
Close,1469530129
Close,1469530129
Close,1469530133
Open,1469530138
Close,1469530140
Open,1469530140
Open,1469530140
Close,1469530143
Open,1469530146
Close,1469530148
Open,1469530149
Close,1469530151
Close,1469530156
Close,1469530157
Close,1469530157
Open,1469530158
Close,1469530158
Open,1469530158
Open,1469530159
Open,1469530159
Close,1469530160
Open,1469530161
Close,1469530163
Close,1469530164
Open,1469530165
Open,1469530167
Close,1469530169
Open,1469530169
Close,1469530171
Open,1469530172
Close,1469530174
Open,1469530175
Close,1469530176
Close,1469530177
Open,1469530177
Open,1469530178
Close,1469530180
Open,1469530181
Open,1469530182
Open,1469530182
Close,1469530184
Open,1469530186
Close,1469530190
Open,1469530190
Close,1469530191
Close,1469530191
Close,1469530192
Close,1469530193
Close,1469530194
Close,1469530194
Close,1469530196
Open,1469530199
Open,1469530200
Open,1469530200
Open,1469530201
Close,1469530205
Close,1469530205
Close,1469530210
Close,1469530210
Close,1469530212
Close,1469530215
Open,1469530215
Open,1469530215
Open,1469530215
Close,1469530217
Open,1469530217
Close,1469530221
Open,1469530221
Close,1469530224
Open,1469530224
Close,1469530230
Open,1469530235
Open,1469530240
Open,1469530241
Open,1469530243
Open,1469530243
Open,1469530243
Close,1469530244
Close,1469530244
Close,1469530248
Close,1469530248
Open,1469530248
Open,1469530248
Close,1469530249
Open,1469530253
Open,1469530253
Close,1469530254
Open,1469530257
Open,1469530258
Close,1469530260
Open,1469530264
Open,1469530272
Open,1469530273
Open,1469530273
Close,1469530275
Close,1469530275
Close,1469530278
Open,1469530278
Close,1469530281
Close,1469530282
Open,1469530286
Open,1469530292
Open,1469530294
Close,1469530295
Close,1469530296
Close,1469530296
Open,1469530297
Close,1469530300
Open,1469530300
Open,1469530300
Close,1469530301
Open,1469530304
Open,1469530304
Close,1469530307
Close,1469530320
Close,1469530322
Open,1469530322
Close,1469530324
Close,1469530329
Open,1469530330
Open,1469530330
Close,1469530331
Close,1469530332
Close,1469530340
Open,1469530341
Close,1469530346
Close,1469530346
Open,1469530347
Close,1469530351
Close,1469530352
Close,1469530353
Open,1469530353
Close,1469530357
Open,1469530357
Close,1469530363
Open,1469530363
Open,1469530364
Open,1469530369
Close,1469530372
Open,1469530373
Open,1469530374
Open,1469530376
Open,1469530379
Open,1469530381
Open,1469530381
Close,1469530385
Open,1469530385
Close,1469530388
Close,1469530389
Open,1469530393
Close,1469530397
Open,1469530397
Close,1469530401
Close,1469530401
Close,1469530402
Close,1469530402
Open,1469530402
Open,1469530403
Open,1469530404
Open,1469530412
Close,1469530414
Close,1469530416
Open,1469530416
Close,1469530417
Close,1469530418
Close,1469530418
Open,1469530418
Open,1469530420
Open,1469530427
Close,1469530429
Open,1469530430
Close,1469530432
Close,1469530434
Open,1469530435
Close,1469530437
Open,1469530441
Close,1469530442
Open,1469530443
Close,1469530447
Open,1469530450
Close,1469530455
Open,1469530455
Open,1469530457
Open,1469530457
Close,1469530459
Open,1469530463
Open,1469530467
Close,1469530471
Close,1469530471
Close,1469530471
Open,1469530471
Open,1469530473
Close,1469530474
Open,1469530475
Open,1469530478
Open,1469530480
Close,1469530488
Close,1469530488
Close,1469530489
Close,1469530489
Close,1469530489
Open,1469530492
Open,1469530492
Open,1469530495
Open,1469530502
Open,1469530502
Open,1469530502
Close,1469530505
Open,1469530505
Close,1469530506
Open,1469530509
Open,1469530509
Open,1469530511
Open,1469530512
Close,1469530514
Open,1469530514
Open,1469530516
Close,1469530520
Open,1469530521
Close,1469530522
Open,1469530524
Close,1469530525
Close,1469530527
Open,1469530527
Open,1469530528
Open,1469530529
Close,1469530534
Close,1469530536
Close,1469530537
Open,1469530537
Close,1469530543
Open,1469530543
Open,1469530544
Close,1469530550
Open,1469530550
Close,1469530551
Close,1469530552
Close,1469530556
Close,1469530557
Close,1469530557
Open,1469530562
Open,1469530562
Open,1469530565
Close,1469530569
Close,1469530571
Close,1469530573
Close,1469530576
Close,1469530577
Open,1469530578
Close,1469530580
Close,1469530581
Open,1469530583
Close,1469530584
Close,1469530586
Close,1469530588
Close,1469530591
Open,1469530591
Open,1469530592
Open,1469530595
Close,1469530598
Open,1469530598
Close,1469530602
Close,1469530603
Open,1469530603
Open,1469530604
Close,1469530610
Open,1469530611
Close,1469530612
Open,1469530612
Open,1469530612
Close,1469530613
Close,1469530617
Close,1469530618
Open,1469530620
Close,1469530625
Open,1469530626
Open,1469530630
Close,1469530634
Open,1469530634
Open,1469530634
Open,1469530636
Open,1469530637
Open,1469530640
Open,1469530642
Close,1469530643
Open,1469530644
Close,1469530646
Close,1469530647
Open,1469530648
Close,1469530649
Open,1469530649
Open,1469530650
Open,1469530652
Open,1469530652
Close,1469530653
Close,1469530655
Close,1469530656
Close,1469530657
Open,1469530657
Close,1469530657
Open,1469530658
Open,1469530664
Close,1469530667
Close,1469530667
Open,1469530668
Open,1469530671
Open,1469530671
Close,1469530673
Open,1469530674
Open,1469530675
Close,1469530676
Close,1469530676
Close,1469530677
Open,1469530677
Open,1469530679
Open,1469530681
Open,1469530688
Open,1469530688
Open,1469530690
Close,1469530693
Close,1469530693
Close,1469530700
Close,1469530702
Open,1469530705
Close,1469530709
Open,1469530710
Open,1469530711
Open,1469530713
Close,1469530715
Open,1469530715
Close,1469530718
Open,1469530718
Open,1469530719
Close,1469530721
Close,1469530722
Close,1469530722
Close,1469530723
Close,1469530723
Open,1469530726
Open,1469530727
Close,1469530729
Open,1469530729
Close,1469530732
Open,1469530734
Open,1469530734
Open,1469530736
Open,1469530739
Close,1469530740
Close,1469530742
Close,1469530742
Open,1469530743
Open,1469530748
Close,1469530749
Open,1469530750
Close,1469530752
Open,1469530752
Close,1469530756
Close,1469530758
Open,1469530760
Open,1469530761
Open,1469530762
Close,1469530763
Close,1469530766
Close,1469530768
Open,1469530768
Close,1469530769
Close,1469530770
Close,1469530773
Close,1469530773
Open,1469530774
Open,1469530777
Close,1469530779
Close,1469530780
Open,1469530781
Open,1469530782
Close,1469530784
Close,1469530784
Close,1469530785
Close,1469530786
Close,1469530787
Close,1469530788
Open,1469530790
Close,1469530792
Open,1469530792
Open,1469530792
Open,1469530795
Close,1469530796
Open,1469530796
Open,1469530798
Close,1469530800
Close,1469530803
Open,1469530804
Open,1469530806
Close,1469530807
Open,1469530807
Open,1469530807
Close,1469530808
Open,1469530809
Close,1469530810
Open,1469530811
Close,1469530814
Close,1469530814
Close,1469530814
Open,1469530814
Close,1469530815
Close,1469530816
Close,1469530817
Open,1469530817
Close,1469530819
Open,1469530819
Close,1469530820
Close,1469530820
Close,1469530822
Close,1469530822
Close,1469530823
Close,1469530824
Open,1469530826
Close,1469530827
Close,1469530829
Open,1469530830
Open,1469530830
Open,1469530832
Close,1469530833
Open,1469530833
Open,1469530834
Open,1469530835
Open,1469530835
Open,1469530836
Close,1469530837
Close,1469530840
Close,1469530840
Close,1469530840
Close,1469530844
Close,1469530844
Open,1469530845
Open,1469530847
Close,1469530848
Open,1469530849
Close,1469530851
Open,1469530851
Open,1469530853
Open,1469530855
Close,1469530856
Open,1469530857
Open,1469530858
Close,1469530867
Close,1469530870
Close,1469530873
Open,1469530875
Close,1469530876
Close,1469530876
Open,1469530876
Open,1469530879
Close,1469530881
Open,1469530890
Open,1469530890
Open,1469530891
Close,1469530895
Open,1469530895
Open,1469530896
Close,1469530898
Open,1469530898
Open,1469530901
Close,1469530904
Open,1469530905
Open,1469530908
Close,1469530911
Close,1469530912
Open,1469530912
Close,1469530917
Close,1469530918
Close,1469530919
Open,1469530919
Open,1469530923
Close,1469530925
Close,1469530927
Close,1469530928
Close,1469530928
Open,1469530929
Open,1469530930
Close,1469530931
Open,1469530932
Close,1469530935
Close,1469530936
Close,1469530940
Close,1469530941
Close,1469530944
Open,1469530944
Open,1469530951
Open,1469530952
Close,1469530955
Close,1469530956
Close,1469530957
Close,1469530958
Close,1469530959
Open,1469530960
Close,1469530961
Open,1469530963
Open,1469530963
Close,1469530966
Close,1469530966
Close,1469530967
Close,1469530968
Close,1469530968
Open,1469530971
Open,1469530974
Close,1469530975
Open,1469530975
Close,1469530977
Close,1469530977
Close,1469530981
Close,1469530981
Close,1469530982
Open,1469530982
Close,1469530983
Close,1469530983
Close,1469530989
Close,1469530989
Open,1469530992
Close,1469530993
Open,1469530993
Close,1469531002
Open,1469531002
Open,1469531006
Open,1469531009
Open,1469531011
Open,1469531012
Close,1469531016
Close,1469531022
Close,1469531023
Close,1469531025
Close,1469531025
Close,1469531025
Close,1469531026
Open,1469531026
Open,1469531029
Open,1469531033
Close,1469531035
Close,1469531037
Open,1469531043
Close,1469531045
Close,1469531046
Close,1469531047
Close,1469531047
Close,1469531054
Open,1469531054
Close,1469531056
Close,1469531057
Close,1469531057
Close,1469531058
Open,1469531061
Open,1469531061
Close,1469531063
Close,1469531064
Open,1469531067
Open,1469531069
Close,1469531070
Close,1469531071
Close,1469531071
Close,1469531074
Close,1469531075
Open,1469531079
Open,1469531081
Open,1469531082
Close,1469531085
Close,1469531088
Close,1469531089
Close,1469531091
Open,1469531091
Open,1469531091
Open,1469531092
Close,1469531097
Open,1469531098
Close,1469531104
Close,1469531105
Open,1469531107
Open,1469531108
Open,1469531109
Open,1469531110
Open,1469531111
Open,1469531113
Open,1469531113
Open,1469531117
Close,1469531122
Open,1469531122
Open,1469531126
Open,1469531130
Close,1469531131
Open,1469531132
Close,1469531137
Open,1469531138
Close,1469531140
Close,1469531141
Close,1469531143
Close,1469531144
Open,1469531144
Close,1469531152
Open,1469531156
Close,1469531157
Close,1469531159
Open,1469531161
Open,1469531161
Open,1469531167
Close,1469531168
Close,1469531169
Open,1469531170
Open,1469531170
Close,1469531175
Close,1469531175
Open,1469531183
Open,1469531183
Open,1469531185
Close,1469531186
Close,1469531187
Open,1469531188
Close,1469531193
Close,1469531193
Close,1469531196
Open,1469531196
Open,1469531198
Close,1469531200
Open,1469531201
Close,1469531205
Open,1469531207
Open,1469531207
Close,1469531210
Open,1469531210
Open,1469531211
Open,1469531212
Open,1469531214
Open,1469531217
Close,1469531218
Open,1469531218
Close,1469531219
Close,1469531225
Open,1469531225
Close,1469531227
Open,1469531229
Close,1469531233
Open,1469531235
Open,1469531235
Open,1469531237
Close,1469531241
Close,1469531241
Close,1469531246
Close,1469531248
Close,1469531249
Close,1469531251
Open,1469531252
Close,1469531253
Open,1469531253
Open,1469531253
Close,1469531255
Open,1469531255
Close,1469531257
Open,1469531260
Open,1469531261
Open,1469531261
Open,1469531262
Open,1469531264
Open,1469531264
Open,1469531266
Close,1469531267
Close,1469531269
Close,1469531269
Close,1469531277
Open,1469531277
Close,1469531278
Close,1469531282
Close,1469531287
Close,1469531287
Open,1469531287
Open,1469531287
Open,1469531288
Close,1469531290
Close,1469531290
Close,1469531291
Close,1469531292
Open,1469531294
Close,1469531295
Open,1469531301
Open,1469531301
Open,1469531301
Close,1469531303
Close,1469531304
Close,1469531304
Close,1469531308
Open,1469531308
Close,1469531311
Close,1469531312
Close,1469531318
Open,1469531319
Open,1469531319
Close,1469531322
Close,1469531322
Open,1469531323
Open,1469531323
Close,1469531326
Close,1469531330
Open,1469531330
Close,1469531334
Close,1469531338
Close,1469531340
Close,1469531342
Open,1469531342
Close,1469531343
Close,1469531345
Close,1469531346
Open,1469531347
Open,1469531347
Close,1469531350
Open,1469531350
Open,1469531352
Open,1469531358
Close,1469531360
Close,1469531361
Open,1469531362
Close,1469531363
Close,1469531364
Close,1469531365
Close,1469531366
Close,1469531367
Close,1469531368
Close,1469531369
Open,1469531369
Open,1469531372
Close,1469531373
Close,1469531373
Close,1469531374
Open,1469531374
Close,1469531376
Open,1469531380
Close,1469531381
Open,1469531381
Close,1469531389
Open,1469531395
Close,1469531396
Close,1469531396
Open,1469531397
Open,1469531401
Open,1469531402
Close,1469531406
Open,1469531406
Open,1469531406
Open,1469531407
Close,1469531408
Open,1469531409
Open,1469531410
Open,1469531415
Open,1469531415
Open,1469531421
Close,1469531422
Close,1469531423
Close,1469531423
Open,1469531423
Open,1469531426
Close,1469531427
Open,1469531427
Open,1469531428
Close,1469531430
Close,1469531430
Open,1469531430
Close,1469531431
Close,1469531432
Open,1469531433
Open,1469531436
Open,1469531440
Close,1469531441
Close,1469531443
Close,1469531445
Open,1469531445
Open,1469531445
Open,1469531445
Close,1469531446
Close,1469531446
Close,1469531446
Open,1469531448
Close,1469531449
Close,1469531450
Close,1469531450
Open,1469531452
Close,1469531453
Open,1469531456
Close,1469531460
Close,1469531460
Close,1469531460
Close,1469531460
Open,1469531462
Close,1469531463
Close,1469531464
Close,1469531464
Open,1469531465
